Physical Achievement of Agroforestry From the Year 2020-21 to 2024-25,
Name of the DMU,Total
North,584.4
Unakoti,307.9
Khowai,163.8
West,297.06
Gomati,582.6
Sepahijala,336.22
South,598.98
Gumti WLS,504.6
Total -,3375.56
