Year,P_ID,Scheme_Typ,Scheme,Plantation_Area_Ha,Mode,Mode_Name,Locality,Type_of_PI,Type_of_Su,Beat,District,Subdivision,Range,User_Name,Designatio,Type_of_Pl
2023-24,DMN2023026,Single,SCATFORM,20.4926,JFMC,Nil,Mennei,ANR,Block,Indurail,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023029,Single,SCATFORM,31.637,JFMC,Nil,Bireshpara,TPM,Block,Huplong,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023030,Single,SCATFORM,45.0955,JFMC,Nil,Balidhum,ANR,Block,Huplong,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023032,Single,SCATFORM,5.069,JFMC,Nil,Boitangbari,ANR,Block,Huplong,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023002,Single,SCATFORM,36.1569,JFMC,Nil,Alochaya,TPM,Block,Churaibari,North Tripura,Dharmanagar,Dharmanagar,Nil,Beat Officer,
2023-24,DMN2023006,Single,SCATFORM,14.9267,JFMC,Nil,Balicherra,TPM,Block,Sanicherra,North Tripura,Dharmanagar,Dharmanagar,Nil,Beat Officer,
2023-24,DMN2023007,Single,SCATFORM,32.2075,JFMC,Nil,Nabajiban,ANR,Block,Sanicherra,North Tripura,Dharmanagar,Dharmanagar,Nil,Beat Officer,
2023-24,DMN2023011,Single,SCATFORM,20.2832,JFMC,Nil,Tivalian,ANR,Block,Bagbassa,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023013,Single,SCATFORM,30.5652,JFMC,Nil,Lungbokcherra,ANR,Block,Bagbassa,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023015,Single,SCATFORM,11.3328,JFMC,Nil,C. H. Para,ANR,Block,Panisagar,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023016,Single,SCATFORM,5.32083,JFMC,Nil,C. H. Para,TPM,Block,Panisagar,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023017,Single,SCATFORM,31.3972,JFMC,Nil,Phaikaham,ANR,Block,Krishnapur,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023020,Single,SCATFORM,13.5362,JFMC,Nil,Kami Humkarai,TPM,Block,Krishnapur,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023021,Single,SCATFORM,5.28287,JFMC,Nil,Kalagang,ANR,Block,Jalabassa,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023023,Single,SCATFORM,34.7754,JFMC,Nil,Seisimdung,TPM,Block,Indurail,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023025,Single,SCATFORM,20.2363,JFMC,Nil,Phaiko,ANR,Block,Indurail,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,DMN2023028,Single,SCATFORM,42.4781,JFMC,Nil,Bireshpara,ANR,Block,Huplong,North Tripura,Dharmanagar,Panisagar,Nil,Beat Officer,
2023-24,KCP23002,Single,SCATFORM,10.0648,JFMC,Nil,Upper Dupatacherra,ANR,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23008,Single,SCATFORM,10.0118,JFMC,Nil,Jariham Para,TPM,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23021,Single,SCATFORM,30.0907,JFMC,Thangha JFMC,Nil,ANR,Block,Kanchan Cherra,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23022,Single,SCATFORM,10.357,JFMC,Nil,Brikshyaram Para,TPM,Block,Kanchan Cherra,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23023,Single,SCATFORM,10.3208,JFMC,Nil,Uriham Para,ANR,Block,Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23025,Single,SCATFORM,19.9742,JFMC,Nil,Twisa,ANR,Block,Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23027,Single,SCATFORM,14.9478,JFMC,Nil,Bitrsur Para,ANR,Block,Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23028,Single,SCATFORM,35.472,JFMC,Nil,Uriham Para,TPM,Block,Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23031,Single,SCATFORM,20.0846,JFMC,Nil,Lankadhar Para,TPM,Block,North Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23029,Single,SCATFORM,15.8235,JFMC,Nil,Uriham Para,TPM,Block,Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23003,Single,SCATFORM,39.885,JFMC,Nil,Para Kta,ANR,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23004,Single,SCATFORM,10.0352,JFMC,Nil,Para Kta,ANR,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23005,Single,SCATFORM,34.0426,JFMC,Nil,Toisa Kchauha,ANR,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23006,Single,SCATFORM,16.2128,JFMC,Nil,Toisa Kchauha,ANR,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23007,Single,SCATFORM,49.8496,JFMC,Nil,Tuisaklaw,ANR,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23009,Single,SCATFORM,19.9687,JFMC,Nil,Upper Dupatacherra,TPM,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23010,Single,SCATFORM,20.1307,JFMC,Nil,Toisa Kchauha,TPM,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23011,Single,SCATFORM,60.0532,JFMC,Nil,Sorkhi Haduh,TPM,Block,Kanchanpur,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23020,Single,SCATFORM,33.2663,JFMC,Aishree JFMC,Nil,ANR,Block,Kanchan Cherra,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23024,Single,SCATFORM,20.1664,JFMC,Nil,Mulyaram Para,ANR,Block,Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23026,Single,SCATFORM,10.2576,JFMC,Nil,Thaiphlong,ANR,Block,Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23030,Single,SCATFORM,39.9635,JFMC,Nil,Nibir,TPM,Block,Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,KCP23032,Single,SCATFORM,20.1932,JFMC,Nil,Birchandra Para,TPM,Block,North Lajuri,North Tripura,Kanchanpur,Kanchanpur,Nil,Beat Officer,
2023-24,BLG(JMP)23028,Single,SCATFORM,24.4318,JFMC,Nil,Khumpuibodol,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23032,Single,SCATFORM,9.75188,JFMC,Nil,Mohanpur,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23009,Single,SCATFORM,5.12373,JFMC,Nil,Dingroi,Others,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23010,Single,SCATFORM,11.7968,JFMC,Nil,Jhilingma,ANR,Block,Gabordi,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23012,Single,SCATFORM,5.13726,JFMC,Nil,Jhilingma,Others,Block,Gabordi,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23013,Single,SCATFORM,20.739,JFMC,Nil,Sambhucharanpara,ANR,Block,Gabordi,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23031,Single,SCATFORM,16.5148,JFMC,Nil,Mohanpur,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23035,Single,SCATFORM,9.77291,JFMC,Nil,Pravapur,TPM,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(CLM)23001,Single,SCATFORM,5.01927,JFMC,Nil,Bangshibari,ANR,Block,Charilam,Sepahijala,Bishalgarh,Charilam,Nil,Beat Officer,
2023-24,BLG(JMP)23001,Single,SCATFORM,29.575,JFMC,Nil,Amarendranagar,ANR,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23002,Single,SCATFORM,7.04283,JFMC,Nil,Amarendranagar,ANR,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23003 Plot-I,Single,SCATFORM,3.07418,JFMC,Nil,Amarendranagar,TPM,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23003 Plot-II,Single,SCATFORM,2.16289,JFMC,Nil,Amarendranagar,TPM,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23004,Single,SCATFORM,20.1596,JFMC,Nil,Nazrul,ANR,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23005,Single,SCATFORM,2.27838,JFMC,Nil,Nazrul,ANR,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23006,Single,SCATFORM,5.30006,JFMC,Nil,Nazrul,TPM,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23007,Single,SCATFORM,24.858,JFMC,Nil,Dingroi,ANR,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23008,Single,SCATFORM,9.80324,JFMC,Nil,Dingroi,ANR,Block,Amarendranagar,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23011,Single,SCATFORM,15.8014,JFMC,Nil,Jhilingma,ANR,Block,Gabordi,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23014,Single,SCATFORM,43.2851,JFMC,Nil,Sambhucharanpara,ANR,Block,Gabordi,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23015,Single,SCATFORM,13.2918,JFMC,Nil,Sindai bodol,ANR,Block,Gabordi,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23016,Single,SCATFORM,9.59449,JFMC,Nil,Sindai bodol,ANR,Block,Gabordi,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23017,Single,SCATFORM,6.19979,JFMC,Nil,Sindai bodol,Others,Block,Gabordi,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23018,Single,SCATFORM,11.8572,JFMC,Nil,Potirai bodol,ANR,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23019,Single,SCATFORM,16.7553,JFMC,Nil,Potirai bodol,ANR,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23020,Single,SCATFORM,5.47632,JFMC,Nil,Potirai bodol,ANR,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23021,Single,SCATFORM,10.553,JFMC,Nil,Potirai bodol,TPM,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23022,Single,SCATFORM,20.2978,JFMC,Nil,Salka,ANR,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23023,Single,SCATFORM,10.8348,JFMC,Nil,Salka,ANR,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23024,Single,SCATFORM,8.93656,JFMC,Nil,Salka,ANR,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23025,Single,SCATFORM,21.4354,JFMC,Nil,Aitorma,ANR,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23026,Single,SCATFORM,12.1047,JFMC,Nil,Aitorma,ANR,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23027,Single,SCATFORM,6.10501,JFMC,Nil,Aitorma,Others,Block,Jampuijala,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23029,Single,SCATFORM,2.13812,JFMC,Nil,Khumpuibodol,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23030,Single,SCATFORM,6.02627,JFMC,Nil,Khumpuibodol,Others,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23033,Single,SCATFORM,4.40478,JFMC,Nil,Mohanpur,Others,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23034,Single,SCATFORM,21.9435,JFMC,Nil,Pravapur,ANR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23036,Single,SCATFORM,48.1865,JFMC,Nil,Vasaitipu,ANR,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23037,Single,SCATFORM,30.7403,JFMC,Nil,Vasaitipu,ANR,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23038,Single,SCATFORM,9.08258,JFMC,Nil,Vasaitipu,TPM,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23039,Single,SCATFORM,15.3992,JFMC,Nil,Vasaitipu,Others,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23040,Single,SCATFORM,38.3231,JFMC,Nil,Zarzwi,ANR,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23041,Single,SCATFORM,22.2549,JFMC,Nil,Zarzwi,ANR,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23042,Single,SCATFORM,2.81964,JFMC,Nil,Zarzwi,TPM,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23043,Single,SCATFORM,8.20829,JFMC,Nil,Zarzwi,Others,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23044,Single,SCATFORM,26.7919,JFMC,Nil,Pitra hathai,ANR,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23045,Single,SCATFORM,48.9266,JFMC,Nil,Pitra hathai,ANR,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23046,Single,SCATFORM,12.6114,JFMC,Nil,Pitra hathai,TPM,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,BLG(JMP)23047,Single,SCATFORM,5.16945,JFMC,Nil,Pitra hathai,Others,Block,Thelakung,Sepahijala,Bishalgarh,Jampuijala,Nil,Beat Officer,
2023-24,SNM23003A,Single,SCATFORM,3.6841,JFMC,Maitri,Bashpukur GP,ANR,Block,Jatrapur,Sepahijala,Sonamura,Kathalia,"Abhijit Archarje, Fr",Beat Officer,
2023-24,SNM23003C,Single,SCATFORM,1.43792,JFMC,Maitri,Bashpukur GP,ANR,Block,Jatrapur,Sepahijala,Sonamura,Kathalia,"Abhijit Archarje, Fr",Beat Officer,
2023-24,SNM23007,Single,SCATFORM,42.8178,JFMC,South Kalamchowra,South Kalamchowra GP,ANR,Block,Kalamchowra,Sepahijala,Sonamura,Baoxanagar,Ajoi Singha Fr.,Beat Officer,
2023-24,SNM23014F,Single,SCATFORM,0.791159,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014G,Single,SCATFORM,0.561058,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014K,Single,SCATFORM,0.422311,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014R,Single,SCATFORM,0.845759,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014V,Single,SCATFORM,0.769311,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23008,Single,SCATFORM,43.8604,JFMC,South Kalamchowra,Kalamchowra,ANR,Block,Kalamchowra,Sepahijala,Sonamura,Baoxanagar,"Ajoy Singha, Fr.",Beat Officer,
2023-24,SNM23003D,Single,SCATFORM,2.74069,JFMC,Maitri,Bashpukur GP,ANR,Block,Jatrapur,Sepahijala,Sonamura,Kathalia,"Abhijit Archarje, Fr",Beat Officer,
2023-24,SNM23004B,Single,SCATFORM,7.30217,JFMC,Putia,Putia GP,ANR,Block,Velluarchar,Sepahijala,Sonamura,Baoxanagar,"Bibuti singha,Fr.",Beat Officer,
2023-24,SNM23004A,Single,SCATFORM,2.95812,JFMC,Putia,Putia GP,ANR,Block,Velluarchar,Sepahijala,Sonamura,Baoxanagar,"Bibuti singha,Fr.",Beat Officer,
2023-24,SNM23002B,Single,SCATFORM,1.769,JFMC,Rabithakur,Dakshin maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,"Bimal Patari, Fr",Beat Officer,
2023-24,SNM23009,Single,SCATFORM,13.1916,JFMC,Velluarchar,Velluarchar,ANR,Block,Velluarchar,Sepahijala,Sonamura,Baoxanagar,"Bibuti singha,Fr.",Beat Officer,
2023-24,SNM23005C,Single,SCATFORM,5.21423,JFMC,Rahimpur,Rahimpur,ANR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,"Rabul Hossain, Fr",Beat Officer,
2023-24,SNM23001A,Single,SCATFORM,5.23089,JFMC,Sonapur,Kalapaniay GP,ANR,Block,Dhanpur,Sepahijala,Sonamura,Kathalia,"Herolal Nama, Fr.",Beat Officer,
2023-24,SNM23001B,Single,SCATFORM,1.43766,JFMC,Sonapur,Kalapaniay GP,ANR,Block,Dhanpur,Sepahijala,Sonamura,Kathalia,"Herolal Nama, Fr.",Beat Officer,
2023-24,SNM23001C,Single,SCATFORM,1.56743,JFMC,Sonapur,Kalapaniay GP,ANR,Block,Dhanpur,Sepahijala,Sonamura,Kathalia,"Herolal Nama, Fr.",Beat Officer,
2023-24,SNM23002A,Single,SCATFORM,8.24856,JFMC,Rabithakur,Dakshin maheshpur,ANR,Block,Kathalia,Sepahijala,Sonamura,Kathalia,"Bimal Patari, Fr",Beat Officer,
2023-24,SNM23003B,Single,SCATFORM,2.23389,JFMC,Maitri,Bashpukur GP,ANR,Block,Jatrapur,Sepahijala,Sonamura,Kathalia,"Abhijit Archarje, Fr",Beat Officer,
2023-24,SNM23004C,Single,SCATFORM,20.0057,JFMC,Putia,Putia GP,ANR,Block,Velluarchar,Sepahijala,Sonamura,Baoxanagar,"Bibuti singha,Fr.",Beat Officer,
2023-24,SNM23005A,Single,SCATFORM,7.40743,JFMC,Rahimpur,Rahimpur,ANR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,"Rabul Hossain, Fr",Beat Officer,
2023-24,SNM23005B,Single,SCATFORM,8.40655,JFMC,Rahimpur,Rahimpur,ANR,Block,Ashabari,Sepahijala,Sonamura,Baoxanagar,"Rabul Hossain, Fr",Beat Officer,
2023-24,SNM23006A,Single,SCATFORM,5.86466,JFMC,Kalshimura,Kalshimura,ANR,Block,Boxanagar,Sepahijala,Sonamura,Baoxanagar,"Sanjoy Sen, Fr",Beat Officer,
2023-24,SNM23006B,Single,SCATFORM,8.79108,JFMC,Kalshimura,Kalshimura,ANR,Block,Boxanagar,Sepahijala,Sonamura,Baoxanagar,"Sanjoy Sen, Fr",Beat Officer,
2023-24,SNM23010,Single,SCATFORM,34.835,JFMC,Panchnalia,Panchnalia VC,ANR,Block,Matinagar,Sepahijala,Sonamura,Baoxanagar,"Sanjit Tripura, Fr",Beat Officer,
2023-24,SNM23013A,Single,SCATFORM,5.59558,JFMC,Chandulkami,ChandulVC,ANR,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23013B,Single,SCATFORM,2.69647,JFMC,Chandulkami,ChandulVC,ANR,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23013C,Single,SCATFORM,2.0152,JFMC,Chandulkami,ChandulVC,ANR,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014A,Single,SCATFORM,1.15378,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014B,Single,SCATFORM,1.6387,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014C,Single,SCATFORM,1.48566,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014D,Single,SCATFORM,1.74179,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014E,Single,SCATFORM,0.743733,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014H,Single,SCATFORM,0.619872,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014I,Single,SCATFORM,0.391962,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014J,Single,SCATFORM,0.253791,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014L,Single,SCATFORM,0.229651,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014M,Single,SCATFORM,0.0828833,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014N,Single,SCATFORM,0.371398,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014O,Single,SCATFORM,1.51526,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014P,Single,SCATFORM,0.393637,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014Q,Single,SCATFORM,0.21365,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014S,Single,SCATFORM,1.06933,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014T,Single,SCATFORM,0.0683947,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,SNM23014U,Single,SCATFORM,0.367608,JFMC,Chandulkami,ChandulVC,Agro-Forestry,Block,Induria,Sepahijala,Sonamura,Melaghar,"Brajabalak Murashing, Fr",Beat Officer,
2023-24,BGF 2023 26,Single,SCATFORM,17.2955,JFMC,Pohar,Tuiroma Kowaifung VC,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"BO, Srikantabari",Beat Officer,
2023-24,BGF 2023 27,Single,SCATFORM,21.7885,JFMC,Pohar,Tuiroma Kowaifung VC,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"BO, Srikantabari",Beat Officer,
2023-24,BGF 2023 22,Single,SCATFORM,11.9548,JFMC,Raikalam,Laxmicherra VC,ANR,Block,Bagafa,South Tripura,Bagafa,Bagafa,"BO, Bagafa",Beat Officer,
2023-24,BGF 2023 1,Single,SCATFORM,25.9888,JFMC,Vaktiram,Laxmicherra VC,ANR,Block,Laxmicherra,South Tripura,Bagafa,Bagafa,"BO,Laxmicherra",Beat Officer,
2023-24,BGF 2023 2,Single,SCATFORM,4.11944,JFMC,Vaktiram,Laxmicherra VC,ANR,Block,Laxmicherra,South Tripura,Bagafa,Bagafa,"BO,Laxmicherra",Beat Officer,
2023-24,BGF 2023 3,Single,SCATFORM,25.1427,JFMC,Yakalam,Laxmicherra VC,ANR,Block,Laxmicherra,South Tripura,Bagafa,Bagafa,"BO,Laxmicherra",Beat Officer,
2023-24,BGF 2023 4,Single,SCATFORM,21.9718,JFMC,Yakalam,Laxmicherra VC,ANR,Block,Laxmicherra,South Tripura,Bagafa,Bagafa,"BO,Laxmicherra",Beat Officer,
2023-24,BGF 2023 5,Single,SCATFORM,9.91206,JFMC,Kokbang Matha,Debipur VC,ANR,Block,Devipur,South Tripura,Bagafa,Bagafa,"BO,Devipur",Beat Officer,
