Year,P_ID,Scheme_Typ,Scheme,Plantation_Area_Ha,Mode,Mode_Name,Locality,Type_of_PI,Type_of_Su,Beat,District,Subdivision,Range,User_Name,Designatio,Type_of_Pl
2020-21,KGT20096,Single,SCATFORM,10.1641,JFMC,Bru Kami JFMC,,AR,Block,Andherchhara,Unakoti,Kumarghat,Pecharthal,"Sri Sukanta Sarkar, Fr",Beat Officer,
2020-21,KGT20097,Single,SCATFORM,29.4108,JFMC,Moracherra JFMC,,ANR,Block,Andherchhara,Unakoti,Kumarghat,Pecharthal,"Sri Sukanta Sarkar, Fr",Beat Officer,
2020-21,KGT20098,Single,SCATFORM,10.3443,JFMC,Moracherra JFMC,,AR,Block,Andherchhara,Unakoti,Kumarghat,Pecharthal,"Sri Sukanta Sarkar, Fr",Beat Officer,
2020-21,KGT20106,Single,SCATFORM,10.2315,JFMC,Mathura Para,,AR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Pandit Ril Halam, Fr",Beat Officer,
2020-21,KGT20103,Single,SCATFORM,24.4845,JFMC,Umanjoy Para,Nil,ANR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Pandit Ril Halam, Fr",Beat Officer,
2020-21,KGT20105,Single,SCATFORM,9.67034,JFMC,Mathura Para,Nil,ANR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Pandit Ril Halam, Fr",Beat Officer,
2020-21,KGT20127,Single,SCATFORM,11.5561,JFMC,Nil,,AR,Block,Demdum,Unakoti,Kumarghat,Kumarghat,"Sri Abhinash Nath, Fr",Beat Officer,
2020-21,KGT20128,Single,SCATFORM,5.67133,JFMC,Nil,,ANR,Block,Demdum,Unakoti,Kumarghat,Kumarghat,"Sri Abhinash Nath, Fr",Beat Officer,
2020-21,KGT20129,Single,SCATFORM,6.75438,JFMC,Nil,,AR,Block,Demdum,Unakoti,Kumarghat,Kumarghat,"Sri Abhinash Nath, Fr",Beat Officer,
2020-21,KGT20104,Single,SCATFORM,21.874,JFMC,Nil,Nil,AR,Block,Balanalchhara,Unakoti,Kumarghat,Machmara,"Sri Pandit Ril Halam, Fr",Beat Officer,
2020-21,AMP20016,Single,SCATFORM,10.4416,JFMC,Atharamura,Gamaichara,AR,Block,Ekjanchherra,Gomati,Amarpur,Ampi,"Anil Das, Fr",Beat Officer,
2020-21,AMP20017,Single,SCATFORM,11.0149,JFMC,Atharamura,Gamaichara,AR,Block,Ekjanchherra,Gomati,Amarpur,Ampi,"Anil Das, Fr",Beat Officer,
2020-21,AMP20018,Single,SCATFORM,18.8255,JFMC,Atharamura,Gamaichara,AR,Block,Ekjanchherra,Gomati,Amarpur,Ampi,"Anil Das, Fr",Beat Officer,
2020-21,AMP20019,Single,SCATFORM,37.6843,JFMC,Kunaram Para,Gamaichara,ANR,Block,Ekjanchherra,Gomati,Amarpur,Ampi,"Anil Das, Fr",Beat Officer,
2020-21,AMP20020(1),Single,SCATFORM,4.5458,JFMC,Joychandra para,East Sarbong (ADC),AR,Block,Sarbong,Gomati,Amarpur,Amarpur,"Ananta Malakar, Fr",Beat Officer,
2020-21,AMP20020(2),Single,SCATFORM,0.455716,JFMC,Joychandra para,East Sarbong (ADC),AR,Block,Sarbong,Gomati,Amarpur,Amarpur,"Ananta Malakar, Fr",Beat Officer,
2020-21,AMP20021,Single,SCATFORM,24.0447,JFMC,Joychandra para,East Sarbong (ADC),ANR,Block,Sarbong,Gomati,Amarpur,Amarpur,"Ananta Malakar, Fr",Beat Officer,
2020-21,BGF20004,Single,SCATFORM,5.4372,JFMC,Malambari JFMC,Dhananjoynagar (ADC),AR,Block,Malambari,South Tripura,Bagafa,Hrishyamukh,"Sri Garloman Halam, Fr",Beat Officer,
2020-21,BGF20005,Single,SCATFORM,6.50927,JFMC,Malambari JFMC,Dhananjoynagar (ADC),ANR,Block,Malambari,South Tripura,Bagafa,Hrishyamukh,"Sri Garloman Halam, Fr",Beat Officer,
2020-21,BGF20009,Single,SCATFORM,2.07651,JFMC,Laxmicherra JFMC,Laxmicharra,AR,Block,Laxmichherra,South Tripura,Bagafa,Bagafa,"Sri Naba Kr Tripura, Fr",Beat Officer,
2020-21,BGF20010,Single,SCATFORM,4.2456,JFMC,Laxmicherra JFMC,Laxmicharra,AR,Block,Laxmichherra,South Tripura,Bagafa,Bagafa,"Sri Naba Kr Tripura, Fr",Beat Officer,
2020-21,BGF20011,Single,SCATFORM,2.89452,JFMC,Laxmicherra JFMC,Laxmicharra,AR,Block,Laxmichherra,South Tripura,Bagafa,Bagafa,"Sri Naba Kr Tripura, Fr",Beat Officer,
2020-21,BGF20012,Single,SCATFORM,4.7722,JFMC,Laxmicherra JFMC,Laxmicharra,AR,Block,Laxmichherra,South Tripura,Bagafa,Bagafa,"Sri Naba Kr Tripura, Fr",Beat Officer,
2020-21,BGF20013,Single,SCATFORM,35.2581,JFMC,Laxmicherra JFMC,Laxmicharra,ANR,Block,Laxmichherra,South Tripura,Bagafa,Bagafa,"Sri Naba Kr Tripura, Fr",Beat Officer,
2020-21,BGF20063,Single,SCATFORM,1.37486,JFMC,Kasta Kr Para JFMC,Srikantabari,AR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BGF20064,Single,SCATFORM,7.24205,JFMC,Kasta Kr Para JFMC,Srikantabari,AR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BGF20065,Single,SCATFORM,13.3984,JFMC,Kasta Kr Para JFMC,Srikantabari,AR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BGF20066,Single,SCATFORM,11.7017,JFMC,Kasta Kr Para JFMC,Srikantabari,AR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BGF20067,Single,SCATFORM,1.96096,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BGF20068,Single,SCATFORM,2.84956,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BGF20069,Single,SCATFORM,2.97802,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BGF20070,Single,SCATFORM,4.80542,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BGF20071,Single,SCATFORM,6.5585,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BGF20072,Single,SCATFORM,15.6533,JFMC,Kasta Kr Para JFMC,Srikantabari,ANR,Block,Srikantabari,South Tripura,Bagafa,Kakulia,"Sri Jayanta Tripura, Fr",Beat Officer,
2020-21,BLG20001,Single,SCATFORM,10.1241,JFMC,Promodnagar,PATHALIAGHAT,ANR,Block,Promodenagar,Sepahijala,Bishalgarh,Charilam,Nibas Deb Fr,Beat Officer,
2020-21,BLG20002,Single,SCATFORM,10.7144,JFMC,Promodnagar,PATHALIAGHAT,AR,Block,Promodenagar,Sepahijala,Bishalgarh,Charilam,Nibas Deb Fr,Beat Officer,
2020-21,BLG20036,Single,SCATFORM,5.54393,JFMC,Pravapur jfmc,PRAVAPUR,AR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Hiran kr. Debbarma fr,Beat Officer,
2020-21,BLG20035,Single,SCATFORM,4.16108,JFMC,Mohanpur jfmc,MOHAN PUR,AR,Block,Kalkalia,Sepahijala,Bishalgarh,Jampuijala,Hiran kr. Debbarma fr,Beat Officer,
2020-21,BLG20032,Single,SCATFORM,11.1406,JFMC,Mohanpur,MOHAN PUR,ANR,Block,Nil,,,,"Sri Hiren Debbarma,Fr.",Beat Officer,
2020-21,BLG20033,Single,SCATFORM,9.88773,JFMC,Pravapur,PRAVAPUR,ANR,Block,Nil,,,,"Sri Hiren Debbarma,Fr.",Beat Officer,
2020-21,BLG20034,Single,SCATFORM,5.47804,JFMC,Kumpuibadal,,AR,Block,Nil,,,,"Sri Hiren Debbarma,Fr.",Beat Officer,
2020-21,DMN20003,Single,SCATFORM,28.2456,JFMC,Balicherra,BALICHERRA,Others,Block,Sanichara,North Tripura,Dharmanagar,Dharmanagar,"BO, Sanicherra",Beat Officer,
2020-21,DMN20004,Single,SCATFORM,31.5095,JFMC,Balicherra,BALICHERRA,AR,Block,Sanichara,North Tripura,Dharmanagar,Dharmanagar,"BO, Sanicherra",Beat Officer,
2020-21,DMN20005,Single,SCATFORM,64.1647,JFMC,Nabajiban,,ANR,Block,Sanichara,North Tripura,Dharmanagar,Dharmanagar,"BO, Sanicherra",Beat Officer,
2020-21,DMN20015,Single,SCATFORM,5.56124,JFMC,Pushpamnipara,,ANR,Block,Indurail,North Tripura,Dharmanagar,Panisagar,"BO, Indurail",Beat Officer,
2020-21,DMN20017,Single,SCATFORM,5.8171,JFMC,Shyama Prasad,ROWA,ANR,Block,Indurail,North Tripura,Dharmanagar,Panisagar,"B.O, Rowa",Beat Officer,
2020-21,DMN20018,Single,SCATFORM,18.5098,JFMC,Balidhum,BALIDHUM,ANR,Block,Haflong,North Tripura,Dharmanagar,Panisagar,"B.O, Haflong",Beat Officer,
2020-21,DMN20019,Single,SCATFORM,17.1427,JFMC,Balidhum,BALIDHUM,ANR,Block,Haflong,North Tripura,Dharmanagar,Panisagar,"B.O, Haflong",Beat Officer,
2020-21,DMN20020,Single,SCATFORM,36.026,JFMC,Baithangbari,,AR,Block,Haflong,North Tripura,Dharmanagar,Panisagar,"B.O, Haflong",Beat Officer,
2020-21,GNC20001,Single,SCATFORM,0.823938,JFMC,,RANIR PUKUR,ANR,Block,Ranipukur,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Dibakar Chakma,Beat Officer,
2020-21,GNC20002,Single,SCATFORM,5.30921,JFMC,,Dalapati,ANR,Block,Hatimatha,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Hiranmoy Tripura,Beat Officer,
2020-21,GNC20003,Single,SCATFORM,5.26845,JFMC,,J.B.Para,ANR,Block,Bhagirathpara,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Hiranmoy Tripura,Beat Officer,
2020-21,GNC20004,Single,SCATFORM,5.19811,JFMC,,J.B.Para,ANR,Block,Jagabandhupara,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Hiranmoy Tripura,Beat Officer,
2020-21,GNC20005,Single,SCATFORM,5.09889,JFMC,,Machhkumir,ANR,Block,Gandachhara,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Nabendu Bhattacharjee,Beat Officer,
2020-21,GNC20006,Single,SCATFORM,0.130501,JFMC,,Kalajhari,ANR,Block,Dhalajhari,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Nabendu Bhattacharjee,Beat Officer,
2020-21,GNC20023,Single,SCATFORM,0.814106,JFMC,,RANIR PUKUR,AR,Block,Ranipukur,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Nabendu Bhattacharjee,Beat Officer,
2020-21,GNC20024,Single,SCATFORM,5.03506,JFMC,,Hatimatha,AR,Block,Hatimatha,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Hiranmoy Tripura,Beat Officer,
2020-21,GNC20025,Single,SCATFORM,5.12794,JFMC,,Bhagirath,AR,Block,Bhagirathpara,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Hiranmoy Tripura,Beat Officer,
2020-21,GNC20026,Single,SCATFORM,5.12766,JFMC,,J.B.Para,AR,Block,Jagabandhupara,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Hiranmoy Tripura,Beat Officer,
2020-21,GNC20027,Single,SCATFORM,3.87015,JFMC,,Machhkumir,AR,Block,Gandachhara,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Nabendu Bhattacharjee,Beat Officer,
2020-21,GNC20028,Single,SCATFORM,2.10681,JFMC,,Machhkumir,AR,Block,Gandachhara,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Nabendu Bhattacharjee,Beat Officer,
2020-21,GNC20029,Single,SCATFORM,0.661366,JFMC,,Dhalajhari,AR,Block,Dhalajhari,Dhalai,Gumti Wildlife Sanctuary,Gandachhara,Nabendu Bhattacharjee,Beat Officer,
2020-21,GNC20053,Single,SCATFORM,5.27622,JFMC,,Raishyabari,ANR,Block,Raisyabari,Dhalai,Gumti Wildlife Sanctuary,Raisyabari,Manash Majumder,Beat Officer,
2020-21,GNC20054,Single,SCATFORM,5.04642,JFMC,,Tuichakma,ANR,Block,Tuichakmabari,Gomati,Udaipur,Killa,Malin Kr Debbarma,Beat Officer,
2020-21,GNC20055,Single,SCATFORM,5.10362,JFMC,,Raima,ANR,Block,Raima,Dhalai,Gumti Wildlife Sanctuary,Raisyabari,Manash Majumder,Beat Officer,
2020-21,GNC20056,Single,SCATFORM,5.88858,JFMC,,Paschim Potacherra,ANR,Block,Potachara,Dhalai,Gumti Wildlife Sanctuary,Raisyabari,Manash Majumder,Beat Officer,
2020-21,GNC20057,Single,SCATFORM,5.15449,JFMC,,Raishyabari,AR,Block,Raisyabari,Dhalai,Gumti Wildlife Sanctuary,Raisyabari,Manash Majumder,Beat Officer,
2020-21,GNC20058,Single,SCATFORM,5.10326,JFMC,,Tuichakma,AR,Block,Tuichakmabari,Gomati,Udaipur,Killa,Malin Kr Debbarma,Beat Officer,
2020-21,GNC20059,Single,SCATFORM,5.56801,JFMC,,Raima,AR,Block,Raima,Dhalai,Gumti Wildlife Sanctuary,Raisyabari,Manash Majumder,Beat Officer,
2020-21,GNC20060,Single,SCATFORM,2.36659,JFMC,,Paschim Potacherra,AR,Block,Potachara,Dhalai,Gumti Wildlife Sanctuary,Raisyabari,Manash Majumder,Beat Officer,
2020-21,GNC20061,Single,SCATFORM,1.05256,JFMC,,Paschim Potacherra,AR,Block,Potachara,Dhalai,Gumti Wildlife Sanctuary,Raisyabari,Manash Majumder,Beat Officer,
2020-21,GNC20062,Single,SCATFORM,0.642462,JFMC,,Paschim Potacherra,AR,Block,Potachara,Dhalai,Gumti Wildlife Sanctuary,Raisyabari,Manash Majumder,Beat Officer,
2020-21,GNC20063,Single,SCATFORM,0.688751,JFMC,,Paschim Potacherra,AR,Block,Potachara,Dhalai,Gumti Wildlife Sanctuary,Raisyabari,Manash Majumder,Beat Officer,
2020-21,GNC20071,Single,SCATFORM,5.22132,JFMC,,Ganganagar,ANR,Block,Ganganagar,Dhalai,Ambassa,Ganganagar,Rajendra Reang,Beat Officer,
2020-21,GNC20072,Single,SCATFORM,5.32071,JFMC,,Tetuiya,ANR,Block,Karnamanipara,Dhalai,Ambassa,Ganganagar,Rajendra Reang,Beat Officer,
2020-21,GNC20073,Single,SCATFORM,5.05366,JFMC,,Karmapara,ANR,Block,Karmapara,Dhalai,Ambassa,Ganganagar,Sumati Rn Chakma,Beat Officer,
2020-21,GNC20074,Single,SCATFORM,5.18915,JFMC,,Ganganagar,AR,Block,Ganganagar,Dhalai,Ambassa,Ganganagar,Rajendra Reang,Beat Officer,
2020-21,GNC20075,Single,SCATFORM,5.25402,JFMC,,Tetuiya,AR,Block,Karnamanipara,Dhalai,Ambassa,Ganganagar,Rajendra Reang,Beat Officer,
2020-21,GNC20076,Single,SCATFORM,5.20651,JFMC,,Karmapara,AR,Block,Karmapara,Dhalai,Ambassa,Ganganagar,Sumati Rn Chakma,Beat Officer,
2020-21,KLS20004,Single,SCATFORM,5.58349,JFMC,Mundaline,GOLAKPUR,AR,Block,Dhanbilash,Unakoti,Kailasahar,Chandipur,"Sri Pradip Debbarma, Fr.",Beat Officer,
2020-21,KLS20009,Single,SCATFORM,4.76203,JFMC,Tailenbari,JALAI,AR,Block,Jalai,Unakoti,Kailasahar,Gournagar,"Sri Birsha Swachi, Fr.",Beat Officer,
2020-21,KLS20001,Single,SCATFORM,5.53597,JFMC,Rachiline,GOLAKPUR,AR,Block,Dhanbilash,Unakoti,Kailasahar,Chandipur,"Sri Pradip Debbarma, Fr.",Beat Officer,
2020-21,KLS20002,Single,SCATFORM,10.403,JFMC,Jodamonipara,GOLAKPUR,ANR,Block,Dhanbilash,Unakoti,Kailasahar,Chandipur,"Sri Pradip Debbarma, Fr.",Beat Officer,
2020-21,KLS20003,Single,SCATFORM,4.97316,JFMC,Jodamonipara,,AR,Block,Dhanbilash,Unakoti,Kailasahar,Chandipur,"Sri Pradip Debbarma, Fr.",Beat Officer,
2020-21,KLS20005,Single,SCATFORM,5.33232,JFMC,Rachiline,GOLAKPUR,ANR,Block,Dhanbilash,Unakoti,Kailasahar,Chandipur,"Sri Pradip Debbarma, Fr.",Beat Officer,
2020-21,KLS20006,Single,SCATFORM,5.06279,JFMC,Greenland,JALAI,AR,Block,Jalai,Unakoti,Kailasahar,Gournagar,"Sri Birsha Swachi, Fr.",Beat Officer,
2020-21,KLS20007,Single,SCATFORM,5.93398,JFMC,Shivbari,JALAI,ANR,Block,Jalai,Unakoti,Kailasahar,Gournagar,"Sri Birsha Swachi, Fr.",Beat Officer,
2020-21,KLS20008,Single,SCATFORM,10.7422,JFMC,Greenland,JALAI,ANR,Block,Jalai,Unakoti,Kailasahar,Gournagar,"Sri Birsha Swachi, Fr.",Beat Officer,
2020-21,KLS20010,Single,SCATFORM,5.9897,JFMC,Tailenbari,JALAI,AR,Block,Jalai,Unakoti,Kailasahar,Gournagar,"Sri Birsha Swachi, Fr.",Beat Officer,
2020-21,KLS20011,Single,SCATFORM,4.9386,JFMC,Shivabri,JALAI,AR,Block,Jalai,Unakoti,Kailasahar,Gournagar,"Sri Birsha Swachi, Fr.",Beat Officer,
2020-21,KLS20012,Single,SCATFORM,10.6793,JFMC,Tailenbari,JALAI,ANR,Block,Jalai,Unakoti,Kailasahar,Gournagar,"Sri Birsha Swachi, Fr.",Beat Officer,
2020-21,KBK20022,Single,SCATFORM,5.20843,JFMC,Bolong Naithok,Nil,AR,Block,Bagabantilla,Gomati,Karbook,Karbook,"Sri Pradip Chetri, Fr",Beat Officer,
2020-21,KBK20023,Single,SCATFORM,10.0878,JFMC,Bolong Naithok,Nil,ANR,Block,Bagabantilla,Gomati,Karbook,Karbook,"Sri Pradip Chetri, Fr",Beat Officer,
2020-21,KBK20024,Single,SCATFORM,4.87243,JFMC,Naba Jagaran,Nil,AR,Block,Bagabantilla,Gomati,Karbook,Karbook,"Sri Pradip Chetri, Fr",Beat Officer,
2020-21,KBK20025,Single,SCATFORM,5.08176,JFMC,Naba Jagaran,Nil,ANR,Block,Bagabantilla,Gomati,Karbook,Karbook,"Sri Pradip Chetri, Fr",Beat Officer,
2020-21,KBK20026,Single,SCATFORM,5.11987,JFMC,Naba Jagaran,Nil,ANR,Block,Bagabantilla,Gomati,Karbook,Karbook,"Sri Pradip Chetri, Fr",Beat Officer,
2020-21,KBK20027,Single,SCATFORM,5.16507,JFMC,Patichari,Nil,AR,Block,Bagabantilla,Gomati,Karbook,Karbook,"Sri Pradip Chetri, Fr",Beat Officer,
2020-21,KBK20028,Single,SCATFORM,5.17499,JFMC,Patichari,Nil,ANR,Block,Bagabantilla,Gomati,Karbook,Karbook,"Sri Pradip Chetri, Fr",Beat Officer,
2020-21,KBK20029,Single,SCATFORM,10.1216,JFMC,Patichari,Nil,ANR,Block,Bagabantilla,Gomati,Karbook,Karbook,"Sri Pradip Chetri, Fr",Beat Officer,
2020-21,KBK20030,Single,SCATFORM,6.17176,JFMC,Rashnadhan Para,Nil,AR,Block,Mandirghat,Gomati,Karbook,Tirthamukh,"Sri Ram Prabhu Jamatia, Fr",Beat Officer,
2020-21,KBK20031,Single,SCATFORM,5.17578,JFMC,Rashnadhan Para,Nil,ANR,Block,Mandirghat,Gomati,Karbook,Tirthamukh,"Sri Ram Prabhu Jamatia, Fr",Beat Officer,
2020-21,KBK20032,Single,SCATFORM,10.7884,JFMC,Chapling Charra,Nil,AR,Block,Mandirghat,Gomati,Karbook,Tirthamukh,"Sri Ram Prabhu Jamatia, Fr",Beat Officer,
2020-21,KBK20033,Single,SCATFORM,5.38487,JFMC,Chapling Charra,Nil,ANR,Block,Mandirghat,Gomati,Karbook,Tirthamukh,"Sri Ram Prabhu Jamatia, Fr",Beat Officer,
2020-21,KBK20034,Single,SCATFORM,6.30947,JFMC,Mandhirghat Para,Nil,AR,Block,Mandirghat,Gomati,Karbook,Tirthamukh,"Sri Ram Prabhu Jamatia, Fr",Beat Officer,
2020-21,KBK20035,Single,SCATFORM,10.0722,JFMC,Mandhirghat Para,Nil,AR,Block,Mandirghat,Gomati,Karbook,Tirthamukh,"Sri Ram Prabhu Jamatia, Fr",Beat Officer,
2020-21,KBK20036,Single,SCATFORM,5.17578,JFMC,Mandhirghat Para,Nil,ANR,Block,Mandirghat,Gomati,Karbook,Tirthamukh,"Sri Ram Prabhu Jamatia, Fr",Beat Officer,
2020-21,KBK20037,Single,SCATFORM,10.088,JFMC,Meghabarna Para,Nil,AR,Block,Suknachari,Gomati,Karbook,Silachari,Sri Satya Kr. Debbarma,Beat Officer,
2020-21,KHW20009,Single,SCATFORM,10.5697,JFMC,North Gayamani,,ANR,Block,Hazaribari,Khowai,Khowai,Padmabil,Nil,Beat Officer,
2020-21,KHW20010,Single,SCATFORM,10.0167,JFMC,South Gayamani,,AR,Block,Hazaribari,Khowai,Khowai,Padmabil,Nil,Beat Officer,
2020-21,KHW20013,Single,SCATFORM,10.372,JFMC,Bidyabil,Bidhyabil,ANR,Block,Asharambari,Khowai,Khowai,Tulasikhar,Nil,Beat Officer,
2020-21,KHW20015,Single,SCATFORM,17.9105,JFMC,South Gayamani,,ANR,Block,Hazaribari,Khowai,Khowai,Padmabil,Nil,Beat Officer,
2020-21,KHW20016,Single,SCATFORM,10.1621,JFMC,Bhupendra Debbarma,,ANR,Block,Hazaribari,Khowai,Khowai,Padmabil,Nil,Beat Officer,
2020-21,KHW20017,Single,SCATFORM,8.16012,JFMC,Bidyabil,Bidhyabil,ANR,Block,Asharambari,Khowai,Khowai,Tulasikhar,Nil,Beat Officer,
2020-21,KHW20018,Single,SCATFORM,1.94196,JFMC,Bidyabil,Bidhyabil,ANR,Block,Asharambari,Khowai,Khowai,Tulasikhar,Nil,Beat Officer,
2020-21,KHW20008,Single,SCATFORM,14.0413,JFMC,Bhupendra Debbarma,Bhupendra Debbarma,ANR Bamboo,Block,Hazaribari,Khowai,Khowai,Padmabil,"Sri Ashutosh Malakar, Fr.  BO-Hazaribari",Beat Officer,
2020-21,KHW20011,Single,SCATFORM,15.1007,JFMC,North Gayamoni,North Gayamoni,AR Bamboo,Block,Hazaribari,Khowai,Khowai,Padmabil,"Sri Ashutosh Malakar, Fr.  BO-Hazaribari",Beat Officer,
2020-21,KHW20012,Single,SCATFORM,9.99914,JFMC,North Gayamoni,Bhupendra Debbarma,AR Bamboo,Block,Hazaribari,Khowai,Khowai,Padmabil,"Sri Ashutosh Malakar, Fr.  BO-Hazaribari",Beat Officer,
2020-21,KHW20014,Single,SCATFORM,10.4179,JFMC,North Gayamoni,North Gayamoni,ANR Bamboo,Block,Hazaribari,Khowai,Khowai,Padmabil,"Sri Ashutosh Malakar, Fr.  BO-Hazaribari",Beat Officer,
2020-21,KHW20026,Single,SCATFORM,3.56949,JFMC,Akharabari,Akharabari,ANR Bamboo,Block,Ramchandraghat,Khowai,Khowai,Padmabil,"Sri Abhijit Das, Fr. BO-R.C Ghat",Beat Officer,
2020-21,MDI20001,Single,SCATFORM,4.66071,JFMC,Burakhakami,,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20002,Single,SCATFORM,1.87844,JFMC,Burakhakami,,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20003,Single,SCATFORM,6.15416,JFMC,Burakha,,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20004,Single,SCATFORM,5.29025,JFMC,Burakha,,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20005,Single,SCATFORM,6.52319,JFMC,Kathirambari,KATHIRAMBARI,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20006,Single,SCATFORM,5.15555,JFMC,Kathirambari,KATHIRAMBARI,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20007,Single,SCATFORM,0.0795276,JFMC,Shibnagar,DAKSHIN SHIBNAGAR,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20008,Single,SCATFORM,5.09852,JFMC,Shibnagar,DAKSHIN SHIBNAGAR,ANR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20009,Single,SCATFORM,5.68703,JFMC,South Shibnagar,DAKSHIN SHIBNAGAR,AR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20010,Single,SCATFORM,7.20599,JFMC,Kathirambari,KATHIRAMBARI,AR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20011,Single,SCATFORM,4.90577,JFMC,Shibnagar,DAKSHIN SHIBNAGAR,AR,Block,Burakha,West Tripura,Mandai,Mandai,"Biswajit Debbarma, Fr",Beat Officer,
2020-21,MDI20026,Single,SCATFORM,12.5132,JFMC,Gangia Twisa,BIKRAM MOLSOM,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Anil Debbarma,Fr",Beat Officer,
2020-21,MDI20027,Single,SCATFORM,1.96251,JFMC,Gangia Twisa,BIKRAM MOLSOM,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Anil Debbarma,Fr",Beat Officer,
2020-21,MDI20028,Single,SCATFORM,17.2742,JFMC,East Belbari,EAST BELBARI,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Anil Debbarma,Fr",Beat Officer,
2020-21,MDI20029,Single,SCATFORM,17.69,JFMC,East Belbari,EAST BELBARI,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Anil Debbarma,Fr",Beat Officer,
2020-21,MDI20030,Single,SCATFORM,17.9213,JFMC,Bamsree Twisa,SANTINAGAR,ANR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Anil Debbarma,Fr",Beat Officer,
2020-21,MDI20031,Single,SCATFORM,11.8217,JFMC,East Belbari,EAST BELBARI,AR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Anil Debbarma,Fr",Beat Officer,
2020-21,MDI20032,Single,SCATFORM,18.4115,JFMC,Bamsree Twisa,SANTINAGAR,AR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Anil Debbarma,Fr",Beat Officer,
2020-21,MDI20033,Single,SCATFORM,15.0561,JFMC,Gangia Twisa,BIKRAM MOLSOM,AR,Block,Belbari,West Tripura,Mandai,Champaknagar,"Anil Debbarma,Fr",Beat Officer,
